,dataset_44528.dat,dataset_44529.dat,sum,pat
2010002N04Rik,0,1,1,0_1
2010003K11Rik,0,1,1,0_1
2010005H15Rik,0,1,1,0_1
2010007H12Rik,0,1,1,0_1
2010011I20Rik,0,1,1,0_1
2010012O05Rik,0,1,1,0_1
2010015L04Rik,0,1,1,0_1
2010106E10Rik,0,1,1,0_1
2010106G01Rik,0,1,1,0_1
2010107E04Rik,0,1,1,0_1
2010107G12Rik,0,1,1,0_1
2010107G23Rik,0,1,1,0_1
2010109I03Rik,0,1,1,0_1
2010109K11Rik,0,1,1,0_1
2010110P09Rik,0,1,1,0_1
2010111I01Rik,0,1,1,0_1
2010300C02Rik,0,1,1,0_1
2010305A19Rik,0,1,1,0_1
2010317E24Rik,0,1,1,0_1
2010321M09Rik,0,1,1,0_1
2200002D01Rik,0,1,1,0_1
2200002J24Rik,0,1,1,0_1
2200002K05Rik,0,1,1,0_1
2210009G21Rik,0,1,1,0_1
2210010C04Rik,0,1,1,0_1
2210010C17Rik,0,1,1,0_1
2210012G02Rik,0,1,1,0_1
2210016F16Rik,0,1,1,0_1
2210016L21Rik,0,1,1,0_1
2210018M11Rik,0,1,1,0_1
2210404J11Rik,0,1,1,0_1
2210404O07Rik,0,1,1,0_1
2210407C18Rik,0,1,1,0_1
2210408I21Rik,0,1,1,0_1
2210411K11Rik,0,1,1,0_1
2210415F13Rik,0,1,1,0_1
2300002M23Rik,0,1,1,0_1
2300005B03Rik,0,1,1,0_1
2300009A05Rik,0,1,1,0_1
2310001A20Rik,0,1,1,0_1
2310001H12Rik,0,1,1,0_1
2310002J15Rik,0,1,1,0_1
2310002L09Rik,0,1,1,0_1
2310003C23Rik,0,1,1,0_1
2310003F16Rik,0,1,1,0_1
2310003H01Rik,0,1,1,0_1
2310003L22Rik,0,1,1,0_1
2310004I24Rik,0,1,1,0_1
2310004N24Rik,0,1,1,0_1
2310007A19Rik,0,1,1,0_1
2310007B03Rik,0,1,1,0_1
2310007L24Rik,0,1,1,0_1
2310008H04Rik,0,1,1,0_1
2310008H09Rik,0,1,1,0_1
2310009B15Rik,0,1,1,0_1
2310011J03Rik,0,1,1,0_1
2310014H01Rik,0,1,1,0_1
2310014L17Rik,0,1,1,0_1
2310016C08Rik,0,1,1,0_1
2310016E02Rik,0,1,1,0_1
2310021H06Rik,0,1,1,0_1
2310021P13Rik,0,1,1,0_1
2310022A10Rik,0,1,1,0_1
2310022B05Rik,0,1,1,0_1
2310028H24Rik,0,1,1,0_1
2310028O11Rik,0,1,1,0_1
2310030G06Rik,0,1,1,0_1
2310030N02Rik,0,1,1,0_1
2310033E01Rik,0,1,1,0_1
2310033P09Rik,0,1,1,0_1
2310034C09Rik,0,1,1,0_1
2310035C23Rik,0,1,1,0_1
2310035K24Rik,0,1,1,0_1
2310036O22Rik,0,1,1,0_1
2310037I24Rik,0,1,1,0_1
2310038E17Rik,0,1,1,0_1
2310039H08Rik,0,1,1,0_1
2310042D19Rik,0,1,1,0_1
2310042E22Rik,0,1,1,0_1
2310043J07Rik,0,1,1,0_1
2310044G17Rik,0,1,1,0_1
2310045N01Rik,0,1,1,0_1
2310046A06Rik,0,1,1,0_1
2310046K01Rik,0,1,1,0_1
2310046O06Rik,0,1,1,0_1
2310047B19Rik,0,1,1,0_1
2310047M10Rik,0,1,1,0_1
2310050C09Rik,0,1,1,0_1
2310057J16Rik,0,1,1,0_1
2310057J18Rik,0,1,1,0_1
2310057M21Rik,0,1,1,0_1
2310057N15Rik,0,1,1,0_1
2310061C15Rik,0,1,1,0_1
2310061I04Rik,0,1,1,0_1
2310061N02Rik,0,1,1,0_1
2310067B10Rik,0,1,1,0_1
2310079F23Rik,0,1,1,0_1
2310079G19Rik,0,1,1,0_1
2310079N02Rik,0,1,1,0_1
2400001E08Rik,0,1,1,0_1
2400003C14Rik,0,1,1,0_1
2410001C21Rik,0,1,1,0_1
2410002F23Rik,0,1,1,0_1
2410002O22Rik,0,1,1,0_1
2410003K15Rik,0,1,1,0_1
2410004A20Rik,0,1,1,0_1
2410004B18Rik,0,1,1,0_1
2410012M07Rik,0,1,1,0_1
2410015M20Rik,0,1,1,0_1
2410016O06Rik,0,1,1,0_1
2410017P07Rik,0,1,1,0_1
2410022L05Rik,0,1,1,0_1
2410042D21Rik,0,1,1,0_1
2410066E13Rik,0,1,1,0_1
2410075B13Rik,0,1,1,0_1
2410076I21Rik,0,1,1,0_1
2410089E03Rik,0,1,1,0_1
2410091C18Rik,0,1,1,0_1
2410127L17Rik,0,1,1,0_1
2410129H14Rik,0,1,1,0_1
2410131K14Rik,0,1,1,0_1
2410137M14Rik,0,1,1,0_1
2500003M10Rik,0,1,1,0_1
2510002D24Rik,0,1,1,0_1
2510003E04Rik,0,1,1,0_1
2510006D16Rik,0,1,1,0_1
2510009E07Rik,0,1,1,0_1
2510012J08Rik,0,1,1,0_1
2510039O18Rik,0,1,1,0_1
2510049J12Rik,0,1,1,0_1
2610002D18Rik,0,1,1,0_1
2610002I17Rik,0,1,1,0_1
2610002J02Rik,0,1,1,0_1
2610002M06Rik,0,1,1,0_1
2610008E11Rik,0,1,1,0_1
2610018G03Rik,0,1,1,0_1
2610019F03Rik,0,1,1,0_1
2610020H08Rik,0,1,1,0_1
2610021K21Rik,0,1,1,0_1
2610024G14Rik,0,1,1,0_1
2610027L16Rik,0,1,1,0_1
2610028A01Rik,0,1,1,0_1
2610028H24Rik,0,1,1,0_1
2610029G23Rik,0,1,1,0_1
2610029I01Rik,0,1,1,0_1
2610030H06Rik,0,1,1,0_1
2610034B18Rik,0,1,1,0_1
2610034M16Rik,0,1,1,0_1
2610036D13Rik,0,1,1,0_1
2610036L11Rik,0,1,1,0_1
2610039C10Rik,0,1,1,0_1
2610044O15Rik,0,1,1,0_1
2610101N10Rik,0,1,1,0_1
2610109H07Rik,0,1,1,0_1
2610110G12Rik,0,1,1,0_1
2610301B20Rik,0,1,1,0_1
2610301G19Rik,0,1,1,0_1
2610305D13Rik,0,1,1,0_1
2610507B11Rik,0,1,1,0_1
2610528E23Rik,0,1,1,0_1
2610528J11Rik,0,1,1,0_1
2700007P21Rik,0,1,1,0_1
2700029M09Rik,0,1,1,0_1
2700049A03Rik,0,1,1,0_1
2700060E02Rik,0,1,1,0_1
2700062C07Rik,0,1,1,0_1
2700078E11Rik,0,1,1,0_1
2700078K21Rik,0,1,1,0_1
2700081O15Rik,0,1,1,0_1
2700089E24Rik,0,1,1,0_1
2700094K13Rik,0,1,1,0_1
2700097O09Rik,0,1,1,0_1
2810002N01Rik,0,1,1,0_1
2810004N23Rik,0,1,1,0_1
2810006K23Rik,0,1,1,0_1
2810007J24Rik,0,1,1,0_1
2810008M24Rik,0,1,1,0_1
2810021B07Rik,0,1,1,0_1
2810021G02Rik,0,1,1,0_1
2810021J22Rik,0,1,1,0_1
2810030E01Rik,0,1,1,0_1
2810046L04Rik,0,1,1,0_1
2810055F11Rik,0,1,1,0_1
2810403A07Rik,0,1,1,0_1
2810405K02Rik,0,1,1,0_1
2810407C02Rik,0,1,1,0_1
2810408A11Rik,0,1,1,0_1
2810408M09Rik,0,1,1,0_1
2810417H13Rik,0,1,1,0_1
2810422J05Rik,0,1,1,0_1
2810422O20Rik,0,1,1,0_1
2810428I15Rik,0,1,1,0_1
2810432D09Rik,0,1,1,0_1
2810432L12Rik,0,1,1,0_1
2810453I06Rik,0,1,1,0_1
2810459M11Rik,0,1,1,0_1
2810474O19Rik,0,1,1,0_1
2900006K08Rik,0,1,1,0_1
2900010J23Rik,0,1,1,0_1
2900010M23Rik,0,1,1,0_1
2900011O08Rik,0,1,1,0_1
2900026A02Rik,0,1,1,0_1
2900062L11Rik,0,1,1,0_1
2900064A13Rik,0,1,1,0_1
2900073G15Rik,0,1,1,0_1
2900092C05Rik,0,1,1,0_1
2900092E17Rik,0,1,1,0_1
3-Mar,0,1,1,0_1
3-Sep,0,1,1,0_1
3010026O09Rik,0,1,1,0_1
3110001D03Rik,0,1,1,0_1
3110001I22Rik,0,1,1,0_1
3110002H16Rik,0,1,1,0_1
3110003A17Rik,0,1,1,0_1
3110007F17Rik,0,1,1,0_1
3110009E18Rik,0,1,1,0_1
3110040N11Rik,0,1,1,0_1
3110043O21Rik,0,1,1,0_1
3110047P20Rik,0,1,1,0_1
3110049J23Rik,0,1,1,0_1
3110052M02Rik,0,1,1,0_1
3110056O03Rik,0,1,1,0_1
3110057O12Rik,0,1,1,0_1
3110079O15Rik,0,1,1,0_1
3110082D06Rik,0,1,1,0_1
3110082I17Rik,0,1,1,0_1
3200002M19Rik,0,1,1,0_1
3230401D17Rik,0,1,1,0_1
3300002I08Rik,0,1,1,0_1
3632451O06Rik,0,1,1,0_1
3830403N18Rik,0,1,1,0_1
3830406C13Rik,0,1,1,0_1
3830417A13Rik,0,1,1,0_1
3830431G21Rik,0,1,1,0_1
4-Mar,0,1,1,0_1
4-Sep,0,1,1,0_1
4432412L15Rik,0,1,1,0_1
4631416L12Rik,0,1,1,0_1
4632411B12Rik,0,1,1,0_1
4632415K11Rik,0,1,1,0_1
4632428N05Rik,0,1,1,0_1
4632434I11Rik,0,1,1,0_1
4732415M23Rik,0,1,1,0_1
4732418C07Rik,0,1,1,0_1
4732471D19Rik,0,1,1,0_1
4831426I19Rik,0,1,1,0_1
4833403I15Rik,0,1,1,0_1
4833420G17Rik,0,1,1,0_1
4833422F24Rik,0,1,1,0_1
4833423E24Rik,0,1,1,0_1
4833424O15Rik,0,1,1,0_1
4833439L19Rik,0,1,1,0_1
4833442J19Rik,0,1,1,0_1
4921501E09Rik,0,1,1,0_1
4921504E06Rik,0,1,1,0_1
4921506J03Rik,0,1,1,0_1
4921506M07Rik,0,1,1,0_1
4921507P07Rik,0,1,1,0_1
4921510H08Rik,0,1,1,0_1
4921511H03Rik,0,1,1,0_1
4921513D23Rik,0,1,1,0_1
4921515J06Rik,0,1,1,0_1
4921517D21Rik,0,1,1,0_1
4921517L17Rik,0,1,1,0_1
4921521F21Rik,0,1,1,0_1
4921523A10Rik,0,1,1,0_1
4921524J17Rik,0,1,1,0_1
4921524L21Rik,0,1,1,0_1
4921528I01Rik,0,1,1,0_1
4921528O07Rik,0,1,1,0_1
4921530D09Rik,0,1,1,0_1
4921530L21Rik,0,1,1,0_1
4921536K21Rik,0,1,1,0_1
4921539E11Rik,0,1,1,0_1
4922501L14Rik,0,1,1,0_1
4922505E12Rik,0,1,1,0_1
4922505G16Rik,0,1,1,0_1
4930402F06Rik,0,1,1,0_1
4930402H24Rik,0,1,1,0_1
4930403N07Rik,0,1,1,0_1
4930404A10Rik,0,1,1,0_1
4930404H21Rik,0,1,1,0_1
4930404N11Rik,0,1,1,0_1
4930407I10Rik,0,1,1,0_1
4930408F14Rik,0,1,1,0_1
4930412F15Rik,0,1,1,0_1
4930415F15Rik,0,1,1,0_1
4930415L06Rik,0,1,1,0_1
4930417G10Rik,0,1,1,0_1
4930417M19Rik,0,1,1,0_1
4930420K17Rik,0,1,1,0_1
4930422I07Rik,0,1,1,0_1
4930427A07Rik,0,1,1,0_1
4930428D18Rik,0,1,1,0_1
4930428E23Rik,0,1,1,0_1
4930430A15Rik,0,1,1,0_1
4930430D24Rik,0,1,1,0_1
4930430F08Rik,0,1,1,0_1
4930432K09Rik,0,1,1,0_1
4930432K21Rik,0,1,1,0_1
4930432O21Rik,0,1,1,0_1
4930434E21Rik,0,1,1,0_1
4930435E12Rik,0,1,1,0_1
4930443G12Rik,0,1,1,0_1
4930444A02Rik,0,1,1,0_1
4930444G20Rik,0,1,1,0_1
4930449I24Rik,0,1,1,0_1
4930451C15Rik,0,1,1,0_1
4930452B06Rik,0,1,1,0_1
4930453N24Rik,0,1,1,0_1
4930455C21Rik,0,1,1,0_1
4930455F23Rik,0,1,1,0_1
4930458L03Rik,0,1,1,0_1
4930471M23Rik,0,1,1,0_1
4930473A06Rik,0,1,1,0_1
4930474N05Rik,0,1,1,0_1
4930480E11Rik,0,1,1,0_1
4930486G11Rik,0,1,1,0_1
4930502E18Rik,0,1,1,0_1
4930503B20Rik,0,1,1,0_1
4930503E14Rik,0,1,1,0_1
4930503L19Rik,0,1,1,0_1
4930505A04Rik,0,1,1,0_1
4930506M07Rik,0,1,1,0_1
4930511I11Rik,0,1,1,0_1
4930511M11Rik,0,1,1,0_1
4930519F16Rik,0,1,1,0_1
4930519G04Rik,0,1,1,0_1
4930521A18Rik,0,1,1,0_1
4930522H14Rik,0,1,1,0_1
4930524B15Rik,0,1,1,0_1
4930524E20Rik,0,1,1,0_1
4930525F21Rik,0,1,1,0_1
4930528F23Rik,0,1,1,0_1
4930529F22Rik,0,1,1,0_1
4930529M08Rik,0,1,1,0_1
4930538K18Rik,0,1,1,0_1
4930539E08Rik,0,1,1,0_1
4930542N07Rik,0,1,1,0_1
4930544D05Rik,0,1,1,0_1
4930544G11Rik,0,1,1,0_1
4930544O15Rik,0,1,1,0_1
4930547C10Rik,0,1,1,0_1
4930547N16Rik,0,1,1,0_1
4930548H24Rik,0,1,1,0_1
4930549C01Rik,0,1,1,0_1
4930550C14Rik,0,1,1,0_1
4930550L24Rik,0,1,1,0_1
4930555G01Rik,0,1,1,0_1
4930555I21Rik,0,1,1,0_1
4930562C15Rik,0,1,1,0_1
4930563D23Rik,0,1,1,0_1
4930563E22Rik,0,1,1,0_1
4930567H17Rik,0,1,1,0_1
4930571K23Rik,0,1,1,0_1
4930578C19Rik,0,1,1,0_1
4930578I06Rik,0,1,1,0_1
4930578N16Rik,0,1,1,0_1
4930579C15Rik,0,1,1,0_1
4930579F01Rik,0,1,1,0_1
4930579G22Rik,0,1,1,0_1
4930579G24Rik,0,1,1,0_1
4930579J09Rik,0,1,1,0_1
4930583H14Rik,0,1,1,0_1
4930588N13Rik,0,1,1,0_1
4930595M18Rik,0,1,1,0_1
4930596D02Rik,0,1,1,0_1
4931406B18Rik,0,1,1,0_1
4931406C07Rik,0,1,1,0_1
4931406P16Rik,0,1,1,0_1
4931407G18Rik,0,1,1,0_1
4931408A02Rik,0,1,1,0_1
4931408C20Rik,0,1,1,0_1
4931414P19Rik,0,1,1,0_1
4931417E11Rik,0,1,1,0_1
4931417G12Rik,0,1,1,0_1
4931423N10Rik,0,1,1,0_1
4931428F04Rik,0,1,1,0_1
4931429I11Rik,0,1,1,0_1
4931432M23Rik,0,1,1,0_1
4931440F15Rik,0,1,1,0_1
4931440L10Rik,0,1,1,0_1
4932411E22Rik,0,1,1,0_1
4932412H11Rik,0,1,1,0_1
4932415M13Rik,0,1,1,0_1
4932425I24Rik,0,1,1,0_1
4932429P05Rik,0,1,1,0_1
4932438A13Rik,0,1,1,0_1
4932438H23Rik,0,1,1,0_1
4932441B19Rik,0,1,1,0_1
4932443I19Rik,0,1,1,0_1
4933401F05Rik,0,1,1,0_1
4933402N03Rik,0,1,1,0_1
4933402N22Rik,0,1,1,0_1
4933402P03Rik,0,1,1,0_1
4933403F05Rik,0,1,1,0_1
4933403G14Rik,0,1,1,0_1
4933403O08Rik,0,1,1,0_1
4933404M02Rik,0,1,1,0_1
4933405L10Rik,0,1,1,0_1
4933405O20Rik,0,1,1,0_1
4933406J08Rik,0,1,1,0_1
4933406M09Rik,0,1,1,0_1
4933407C03Rik,0,1,1,0_1
4933407H18Rik,0,1,1,0_1
4933411K16Rik,0,1,1,0_1
4933411K20Rik,0,1,1,0_1
4933412E24Rik,0,1,1,0_1
4933413G19Rik,0,1,1,0_1
4933415F23Rik,0,1,1,0_1
4933416C03Rik,0,1,1,0_1
4933417A18Rik,0,1,1,0_1
4933421E11Rik,0,1,1,0_1
4933421I07Rik,0,1,1,0_1
4933422H20Rik,0,1,1,0_1
4933424B01Rik,0,1,1,0_1
4933425L06Rik,0,1,1,0_1
4933425O20Rik,0,1,1,0_1
4933427D06Rik,0,1,1,0_1
4933427D14Rik,0,1,1,0_1
4933430H15Rik,0,1,1,0_1
4933432B09Rik,0,1,1,0_1
4933433C11Rik,0,1,1,0_1
4933434E20Rik,0,1,1,0_1
4933434I20Rik,0,1,1,0_1
4933436I01Rik,0,1,1,0_1
4933437F05Rik,0,1,1,0_1
4933439F11Rik,0,1,1,0_1
4933439F18Rik,0,1,1,0_1
5-Mar,0,1,1,0_1
5031439G07Rik,0,1,1,0_1
5033411D12Rik,0,1,1,0_1
5033414D02Rik,0,1,1,0_1
5330417C22Rik,0,1,1,0_1
5330437I02Rik,0,1,1,0_1
5330439B14Rik,0,1,1,0_1
5430405G05Rik,0,1,1,0_1
5430407P10Rik,0,1,1,0_1
5430413K10Rik,0,1,1,0_1
5430419D17Rik,0,1,1,0_1
5430427O19Rik,0,1,1,0_1
5430435G22Rik,0,1,1,0_1
5430437P03Rik,0,1,1,0_1
5730403B10Rik,0,1,1,0_1
5730403M16Rik,0,1,1,0_1
5730409E04Rik,0,1,1,0_1
5730410E15Rik,0,1,1,0_1
5730419I09Rik,0,1,1,0_1
5730437N04Rik,0,1,1,0_1
5730455O13Rik,0,1,1,0_1
5730455P16Rik,0,1,1,0_1
5730469M10Rik,0,1,1,0_1
5730494M16Rik,0,1,1,0_1
5730494N06Rik,0,1,1,0_1
5730507C01Rik,0,1,1,0_1
5730508B09Rik,0,1,1,0_1
5730528L13Rik,0,1,1,0_1
5730559C18Rik,0,1,1,0_1
5730577I03Rik,0,1,1,0_1
5730590G19Rik,0,1,1,0_1
5730601F06Rik,0,1,1,0_1
5830411N06Rik,0,1,1,0_1
5830415F09Rik,0,1,1,0_1
5830418K08Rik,0,1,1,0_1
5830433M19Rik,0,1,1,0_1
5930434B04Rik,0,1,1,0_1
6-Mar,0,1,1,0_1
6-Sep,0,1,1,0_1
6030419C18Rik,0,1,1,0_1
6030429G01Rik,0,1,1,0_1
6030458C11Rik,0,1,1,0_1
6030468B19Rik,0,1,1,0_1
6130401L20Rik,0,1,1,0_1
6230409E13Rik,0,1,1,0_1
6230427J02Rik,0,1,1,0_1
6330403A02Rik,0,1,1,0_1
6330403K07Rik,0,1,1,0_1
6330406I15Rik,0,1,1,0_1
6330407J23Rik,0,1,1,0_1
6330408A02Rik,0,1,1,0_1
6330409N04Rik,0,1,1,0_1
6330416G13Rik,0,1,1,0_1
6330416L07Rik,0,1,1,0_1
6330439K17Rik,0,1,1,0_1
6330512M04Rik,0,1,1,0_1
6330527O06Rik,0,1,1,0_1
6330577E15Rik,0,1,1,0_1
6430526N21Rik,0,1,1,0_1
6430527G18Rik,0,1,1,0_1
6430531B16Rik,0,1,1,0_1
6430548M08Rik,0,1,1,0_1
6430550D23Rik,0,1,1,0_1
6430571L13Rik,0,1,1,0_1
6430573F11Rik,0,1,1,0_1
6430598A04Rik,0,1,1,0_1
6430704M03Rik,0,1,1,0_1
6530401D17Rik,0,1,1,0_1
6530401N04Rik,0,1,1,0_1
6530418L21Rik,0,1,1,0_1
6720456B07Rik,0,1,1,0_1
6720456H20Rik,0,1,1,0_1
6720457D02Rik,0,1,1,0_1
6720463M24Rik,0,1,1,0_1
7-Mar,0,1,1,0_1
7-Sep,0,1,1,0_1
7420416P09Rik,0,1,1,0_1
7420426K07Rik,0,1,1,0_1
8-Mar,0,1,1,0_1
8-Sep,0,1,1,0_1
8030411F24Rik,0,1,1,0_1
8430406I07Rik,0,1,1,0_1
8430408G22Rik,0,1,1,0_1
8430410A17Rik,0,1,1,0_1
8430410K20Rik,0,1,1,0_1
8430419L09Rik,0,1,1,0_1
8430427H17Rik,0,1,1,0_1
9-Mar,0,1,1,0_1
9-Sep,0,1,1,0_1
9030025P20Rik,0,1,1,0_1
9030409G11Rik,0,1,1,0_1
9030418K01Rik,0,1,1,0_1
9030420J04Rik,0,1,1,0_1
9030425E11Rik,0,1,1,0_1
9030607L17Rik,0,1,1,0_1
9030612E09Rik,0,1,1,0_1
9030617O03Rik,0,1,1,0_1
9030619P08Rik,0,1,1,0_1
9030624J02Rik,0,1,1,0_1
9030625A04Rik,0,1,1,0_1
9130008F23Rik,0,1,1,0_1
9130011J15Rik,0,1,1,0_1
9130017N09Rik,0,1,1,0_1
9130019O22Rik,0,1,1,0_1
9130023H24Rik,0,1,1,0_1
9130204L05Rik,0,1,1,0_1
9130221D24Rik,0,1,1,0_1
9130401M01Rik,0,1,1,0_1
9130404D08Rik,0,1,1,0_1
9130404H23Rik,0,1,1,0_1
9130409I23Rik,0,1,1,0_1
9230104L09Rik,0,1,1,0_1
9230105E10Rik,0,1,1,0_1
9230107M04Rik,0,1,1,0_1
9230110F15Rik,0,1,1,0_1
9230113P08Rik,0,1,1,0_1
9330159F19Rik,0,1,1,0_1
9330182L06Rik,0,1,1,0_1
9430015G10Rik,0,1,1,0_1
9430016H08Rik,0,1,1,0_1
9430020K01Rik,0,1,1,0_1
9430023L20Rik,0,1,1,0_1
9430031J16Rik,0,1,1,0_1
9430038I01Rik,0,1,1,0_1
9430070O13Rik,0,1,1,0_1
9530002B09Rik,0,1,1,0_1
9530003J23Rik,0,1,1,0_1
9530008L14Rik,0,1,1,0_1
9530053A07Rik,0,1,1,0_1
9530068E07Rik,0,1,1,0_1
9530077C05Rik,0,1,1,0_1
9630025I21Rik,0,1,1,0_1
9630033F20Rik,0,1,1,0_1
9830001H06Rik,0,1,1,0_1
9830107B12Rik,0,1,1,0_1
9930012K11Rik,0,1,1,0_1
9930013L23Rik,0,1,1,0_1
9930021D14Rik,0,1,1,0_1
9930021J03Rik,0,1,1,0_1
9930023K05Rik,0,1,1,0_1
9930032O22Rik,0,1,1,0_1
9930104L06Rik,0,1,1,0_1
9930111J21Rik1,0,1,1,0_1
9930111J21Rik2,0,1,1,0_1
a,0,1,1,0_1
A130022J15Rik,0,1,1,0_1
A130042E20Rik,0,1,1,0_1
A1bg,0,1,1,0_1
A1cf,0,1,1,0_1
A230046K03Rik,0,1,1,0_1
A230050P20Rik,0,1,1,0_1
A230051G13Rik,0,1,1,0_1
A230065H16Rik,0,1,1,0_1
A2bp1,0,1,1,0_1
A2ld1,0,1,1,0_1
A2m,0,1,1,0_1
A330021E22Rik,0,1,1,0_1
A330049M08Rik,0,1,1,0_1
A330050F15Rik,0,1,1,0_1
A3galt2,0,1,1,0_1
A430005L14Rik,0,1,1,0_1
A430078G23Rik,0,1,1,0_1
A430084P05Rik,0,1,1,0_1
A430105I19Rik,0,1,1,0_1
A430107O13Rik,0,1,1,0_1
A430110N23Rik,0,1,1,0_1
A4galt,0,1,1,0_1
A4gnt,0,1,1,0_1
A530016L24Rik,0,1,1,0_1
A530023O14Rik,0,1,1,0_1
A530098C11Rik,0,1,1,0_1
A530099J19Rik,0,1,1,0_1
A630001G21Rik,0,1,1,0_1
A630007B06Rik,0,1,1,0_1
A630033E08Rik,0,1,1,0_1
A630033H20Rik,0,1,1,0_1
A630055G03Rik,0,1,1,0_1
A630073D07Rik,0,1,1,0_1
A630095E13Rik,0,1,1,0_1
A730008H23Rik,0,1,1,0_1
A730011L01Rik,0,1,1,0_1
A730017C20Rik,0,1,1,0_1
A730037C10Rik,0,1,1,0_1
A830007P12Rik,0,1,1,0_1
A830010M20Rik,0,1,1,0_1
A830018L16Rik,0,1,1,0_1
A830080D01Rik,0,1,1,0_1
A830093I24Rik,0,1,1,0_1
A930001N09Rik,0,1,1,0_1
A930018P22Rik,0,1,1,0_1
A930038C07Rik,0,1,1,0_1
AA408296,0,1,1,0_1
AA415398,0,1,1,0_1
AA467197,0,1,1,0_1
AA881470,0,1,1,0_1
AA960436,0,1,1,0_1
Aacs,0,1,1,0_1
Aadac,0,1,1,0_1
Aadacl2,0,1,1,0_1
Aadacl3,0,1,1,0_1
Aadat,0,1,1,0_1
Aagab,0,1,1,0_1
Aak1,0,1,1,0_1
Aamp,0,1,1,0_1
Aanat,0,1,1,0_1
Aard,0,1,1,0_1
Aars,0,1,1,0_1
Aarsd1,0,1,1,0_1
Aasdh,0,1,1,0_1
Aasdhppt,0,1,1,0_1
Aass,0,1,1,0_1
Aatk,0,1,1,0_1
AB056442,0,1,1,0_1
Abat,0,1,1,0_1
Abca1,0,1,1,0_1
Abca12,0,1,1,0_1
Abca14,0,1,1,0_1
Abca15,0,1,1,0_1
Abca17,0,1,1,0_1
Abca2,0,1,1,0_1
Abca3,0,1,1,0_1
Abca4,0,1,1,0_1
Abca5,0,1,1,0_1
Abca6,0,1,1,0_1
Abca7,0,1,1,0_1
Abca8a,0,1,1,0_1
Abca8b,0,1,1,0_1
Abca9,0,1,1,0_1
Abcb10,0,1,1,0_1
Abcb11,0,1,1,0_1
Abcb1a,0,1,1,0_1
Abcb1b,0,1,1,0_1
Abcb4,0,1,1,0_1
Abcb5,0,1,1,0_1
Abcb6,0,1,1,0_1
Abcb7,0,1,1,0_1
Abcb8,0,1,1,0_1
Abcb9,0,1,1,0_1
Abcc1,0,1,1,0_1
Abcc10,0,1,1,0_1
Abcc12,0,1,1,0_1
Abcc2,0,1,1,0_1
Abcc3,0,1,1,0_1
Abcc4,0,1,1,0_1
Abcc5,0,1,1,0_1
Abcc6,0,1,1,0_1
Abcc8,0,1,1,0_1
Abcc9,0,1,1,0_1
Abcd1,0,1,1,0_1
Abcd2,0,1,1,0_1
Abcd4,0,1,1,0_1
Abce1,0,1,1,0_1
Abcf1,0,1,1,0_1
Abcf3,0,1,1,0_1
Abcg1,0,1,1,0_1
Abcg2,0,1,1,0_1
Abcg3,0,1,1,0_1
Abcg4,0,1,1,0_1
Abcg5,0,1,1,0_1
Abcg8,0,1,1,0_1
Abhd1,0,1,1,0_1
Abhd10,0,1,1,0_1
Abhd11,0,1,1,0_1
Abhd12,0,1,1,0_1
Abhd13,0,1,1,0_1
Abhd14a,0,1,1,0_1
Abhd14b,0,1,1,0_1
Abhd15,0,1,1,0_1
Abhd2,0,1,1,0_1
Abhd3,0,1,1,0_1
Abhd4,0,1,1,0_1
Abhd5,0,1,1,0_1
Abhd6,0,1,1,0_1
Abi1,0,1,1,0_1
Abi3,0,1,1,0_1
Abi3bp,0,1,1,0_1
Abl1,0,1,1,0_1
Abl2,0,1,1,0_1
Ablim2,0,1,1,0_1
Abo,0,1,1,0_1
Abp1,0,1,1,0_1
Abpa,0,1,1,0_1
Abpb,0,1,1,0_1
Abpd,0,1,1,0_1
Abpz,0,1,1,0_1
Abra,0,1,1,0_1
Abt1,0,1,1,0_1
Abtb1,0,1,1,0_1
Acaa1a,0,1,1,0_1
Acaa1b,0,1,1,0_1
Acaa2,0,1,1,0_1
Acaca,0,1,1,0_1
Acacb,0,1,1,0_1
Acad10,0,1,1,0_1
Acad11,0,1,1,0_1
Acad8,0,1,1,0_1
Acad9,0,1,1,0_1
Acadl,0,1,1,0_1
Acadm,0,1,1,0_1
Acads,0,1,1,0_1
Acadsb,0,1,1,0_1
Acadvl,0,1,1,0_1
Acan,0,1,1,0_1
Acap1,0,1,1,0_1
Acap2,0,1,1,0_1
Acat1,0,1,1,0_1
Acat2,0,1,1,0_1
Acat3,0,1,1,0_1
Acbd3,0,1,1,0_1
Acbd4,0,1,1,0_1
Acbd5,0,1,1,0_1
Acbd6,0,1,1,0_1
Acbd7,0,1,1,0_1
Accn1,0,1,1,0_1
Accn2,0,1,1,0_1
Accn5,0,1,1,0_1
Accsl,0,1,1,0_1
Ace,0,1,1,0_1
Ace2,0,1,1,0_1
Acer1,0,1,1,0_1
Acer2,0,1,1,0_1
Acer3,0,1,1,0_1
Acin1,0,1,1,0_1
Acly,0,1,1,0_1
Acmsd,0,1,1,0_1
Acn9,0,1,1,0_1
Acnat1,0,1,1,0_1
Acnat2,0,1,1,0_1
Aco1,0,1,1,0_1
Aco2,0,1,1,0_1
Acot1,0,1,1,0_1
Acot10,0,1,1,0_1
Acot11,0,1,1,0_1
Acot12,0,1,1,0_1
Acot13,0,1,1,0_1
Acot2,0,1,1,0_1
Acot3,0,1,1,0_1
