,dataset_44528.dat,dataset_44529.dat,sum,pat
Rmnd1,0,1,1,0_1
Rmnd5a,0,1,1,0_1
Rmnd5b,0,1,1,0_1
Rnase1,0,1,1,0_1
Rnase10,0,1,1,0_1
Rnase11,0,1,1,0_1
Rnase12,0,1,1,0_1
Rnase13,0,1,1,0_1
Rnase4,0,1,1,0_1
Rnase6,0,1,1,0_1
Rnaseh1,0,1,1,0_1
Rnaseh2a,0,1,1,0_1
Rnaseh2b,0,1,1,0_1
Rnaseh2c,0,1,1,0_1
Rnasek,0,1,1,0_1
Rnasel,0,1,1,0_1
Rnasen,0,1,1,0_1
Rnaset2a,0,1,1,0_1
Rnd1,0,1,1,0_1
Rnd2,0,1,1,0_1
Rnd3,0,1,1,0_1
Rnf10,0,1,1,0_1
Rnf103,0,1,1,0_1
Rnf11,0,1,1,0_1
Rnf111,0,1,1,0_1
Rnf112,0,1,1,0_1
Rnf113a1,0,1,1,0_1
Rnf113a2,0,1,1,0_1
Rnf114,0,1,1,0_1
Rnf115,0,1,1,0_1
Rnf121,0,1,1,0_1
Rnf122,0,1,1,0_1
Rnf123,0,1,1,0_1
Rnf125,0,1,1,0_1
Rnf128,0,1,1,0_1
Rnf13,0,1,1,0_1
Rnf130,0,1,1,0_1
Rnf135,0,1,1,0_1
Rnf139,0,1,1,0_1
Rnf14,0,1,1,0_1
Rnf144a,0,1,1,0_1
Rnf144b,0,1,1,0_1
Rnf145,0,1,1,0_1
Rnf146,0,1,1,0_1
Rnf148,0,1,1,0_1
Rnf149,0,1,1,0_1
Rnf150,0,1,1,0_1
Rnf151,0,1,1,0_1
Rnf157,0,1,1,0_1
Rnf160,0,1,1,0_1
Rnf165,0,1,1,0_1
Rnf166,0,1,1,0_1
Rnf167,0,1,1,0_1
Rnf168,0,1,1,0_1
Rnf169,0,1,1,0_1
Rnf17,0,1,1,0_1
Rnf170,0,1,1,0_1
Rnf180,0,1,1,0_1
Rnf181,0,1,1,0_1
Rnf183,0,1,1,0_1
Rnf185,0,1,1,0_1
Rnf186,0,1,1,0_1
Rnf187,0,1,1,0_1
Rnf19a,0,1,1,0_1
Rnf19b,0,1,1,0_1
Rnf2,0,1,1,0_1
Rnf20,0,1,1,0_1
Rnf207,0,1,1,0_1
Rnf208,0,1,1,0_1
Rnf215,0,1,1,0_1
Rnf216,0,1,1,0_1
Rnf217,0,1,1,0_1
Rnf219,0,1,1,0_1
Rnf220,0,1,1,0_1
Rnf222,0,1,1,0_1
Rnf25,0,1,1,0_1
Rnf26,0,1,1,0_1
Rnf32,0,1,1,0_1
Rnf34,0,1,1,0_1
Rnf38,0,1,1,0_1
Rnf39,0,1,1,0_1
Rnf4,0,1,1,0_1
Rnf40,0,1,1,0_1
Rnf41,0,1,1,0_1
Rnf43,0,1,1,0_1
Rnf44,0,1,1,0_1
Rnf5,0,1,1,0_1
Rnf6,0,1,1,0_1
Rnf7,0,1,1,0_1
Rnf8,0,1,1,0_1
Rnft1,0,1,1,0_1
Rnft2,0,1,1,0_1
Rngtt,0,1,1,0_1
Rnh1,0,1,1,0_1
Rnls,0,1,1,0_1
Rnmt,0,1,1,0_1
Rnpc3,0,1,1,0_1
Rnps1,0,1,1,0_1
Robld3,0,1,1,0_1
Robo1,0,1,1,0_1
Robo2,0,1,1,0_1
Robo3,0,1,1,0_1
Robo4,0,1,1,0_1
Rock1,0,1,1,0_1
Rock2,0,1,1,0_1
Rod1,0,1,1,0_1
Rogdi,0,1,1,0_1
Rom1,0,1,1,0_1
Romo1,0,1,1,0_1
Ropn1,0,1,1,0_1
Ropn1l,0,1,1,0_1
Ror1,0,1,1,0_1
Ror2,0,1,1,0_1
Rora,0,1,1,0_1
Rorb,0,1,1,0_1
Rorc,0,1,1,0_1
Ros1,0,1,1,0_1
Rp1,0,1,1,0_1
Rp1l1,0,1,1,0_1
Rp2h,0,1,1,0_1
rp9,0,1,1,0_1
Rpa1,0,1,1,0_1
Rpa2,0,1,1,0_1
Rpa3,0,1,1,0_1
Rpain,0,1,1,0_1
Rpap1,0,1,1,0_1
Rpap2,0,1,1,0_1
Rpap3,0,1,1,0_1
Rpe,0,1,1,0_1
Rpe65,0,1,1,0_1
Rpf1,0,1,1,0_1
Rpf2,0,1,1,0_1
Rpgr,0,1,1,0_1
Rpgrip1,0,1,1,0_1
Rpgrip1l,0,1,1,0_1
Rph3a,0,1,1,0_1
Rph3al,0,1,1,0_1
Rpia,0,1,1,0_1
Rpl10,0,1,1,0_1
Rpl10a,0,1,1,0_1
Rpl10l,0,1,1,0_1
Rpl11,0,1,1,0_1
Rpl12,0,1,1,0_1
Rpl13,0,1,1,0_1
Rpl13a,0,1,1,0_1
Rpl14,0,1,1,0_1
Rpl15,0,1,1,0_1
Rpl17,0,1,1,0_1
Rpl18,0,1,1,0_1
Rpl18a,0,1,1,0_1
Rpl19,0,1,1,0_1
Rpl21,0,1,1,0_1
Rpl22,0,1,1,0_1
Rpl22l1,0,1,1,0_1
Rpl23,0,1,1,0_1
Rpl24,0,1,1,0_1
Rpl26,0,1,1,0_1
Rpl27,0,1,1,0_1
Rpl27a,0,1,1,0_1
Rpl28,0,1,1,0_1
Rpl29,0,1,1,0_1
Rpl3,0,1,1,0_1
Rpl30,0,1,1,0_1
Rpl31,0,1,1,0_1
Rpl32,0,1,1,0_1
Rpl34,0,1,1,0_1
Rpl35,0,1,1,0_1
Rpl35a,0,1,1,0_1
Rpl36,0,1,1,0_1
Rpl36a,0,1,1,0_1
Rpl36al,0,1,1,0_1
Rpl37,0,1,1,0_1
Rpl37a,0,1,1,0_1
Rpl38,0,1,1,0_1
Rpl39,0,1,1,0_1
Rpl39l,0,1,1,0_1
Rpl3l,0,1,1,0_1
Rpl4,0,1,1,0_1
Rpl41,0,1,1,0_1
Rpl5,0,1,1,0_1
Rpl6,0,1,1,0_1
Rpl7,0,1,1,0_1
Rpl7a,0,1,1,0_1
Rpl7l1,0,1,1,0_1
Rpl8,0,1,1,0_1
Rpl9,0,1,1,0_1
Rplp0,0,1,1,0_1
Rplp1,0,1,1,0_1
Rplp2,0,1,1,0_1
Rpn1,0,1,1,0_1
Rpn2,0,1,1,0_1
Rpp14,0,1,1,0_1
Rpp21,0,1,1,0_1
Rpp25,0,1,1,0_1
Rpp30,0,1,1,0_1
Rpp38,0,1,1,0_1
Rpp40,0,1,1,0_1
Rprd1a,0,1,1,0_1
Rprd1b,0,1,1,0_1
Rprd2,0,1,1,0_1
Rprm,0,1,1,0_1
Rprml,0,1,1,0_1
Rps10,0,1,1,0_1
Rps11,0,1,1,0_1
Rps12,0,1,1,0_1
Rps13,0,1,1,0_1
Rps14,0,1,1,0_1
Rps15,0,1,1,0_1
Rps15a,0,1,1,0_1
Rps16,0,1,1,0_1
Rps17,0,1,1,0_1
Rps18,0,1,1,0_1
Rps19,0,1,1,0_1
Rps19bp1,0,1,1,0_1
Rps2,0,1,1,0_1
Rps20,0,1,1,0_1
Rps21,0,1,1,0_1
Rps25,0,1,1,0_1
Rps26,0,1,1,0_1
Rps27,0,1,1,0_1
Rps27l,0,1,1,0_1
Rps28,0,1,1,0_1
Rps29,0,1,1,0_1
Rps3,0,1,1,0_1
Rps3a,0,1,1,0_1
Rps4x,0,1,1,0_1
Rps5,0,1,1,0_1
Rps6,0,1,1,0_1
Rps6ka1,0,1,1,0_1
Rps6ka2,0,1,1,0_1
Rps6ka3,0,1,1,0_1
Rps6ka4,0,1,1,0_1
Rps6ka5,0,1,1,0_1
Rps6ka6,0,1,1,0_1
Rps6kb1,0,1,1,0_1
Rps6kb2,0,1,1,0_1
Rps6kl1,0,1,1,0_1
Rps7,0,1,1,0_1
Rps8,0,1,1,0_1
Rps9,0,1,1,0_1
Rpsa,0,1,1,0_1
Rptn,0,1,1,0_1
Rptor,0,1,1,0_1
Rpusd1,0,1,1,0_1
Rpusd2,0,1,1,0_1
Rpusd3,0,1,1,0_1
Rpusd4,0,1,1,0_1
Rqcd1,0,1,1,0_1
Rrad,0,1,1,0_1
Rragb,0,1,1,0_1
Rragc,0,1,1,0_1
Rragd,0,1,1,0_1
Rras,0,1,1,0_1
Rras2,0,1,1,0_1
Rrbp1,0,1,1,0_1
Rreb1,0,1,1,0_1
Rrh,0,1,1,0_1
Rrm1,0,1,1,0_1
Rrm2,0,1,1,0_1
Rrn3,0,1,1,0_1
Rrp1,0,1,1,0_1
Rrp15,0,1,1,0_1
Rrp1b,0,1,1,0_1
Rrp7a,0,1,1,0_1
Rrp8,0,1,1,0_1
Rrp9,0,1,1,0_1
Rrs1,0,1,1,0_1
Rs1,0,1,1,0_1
Rsad1,0,1,1,0_1
Rsad2,0,1,1,0_1
Rsbn1,0,1,1,0_1
Rsbn1l,0,1,1,0_1
Rsf1,0,1,1,0_1
Rsl1,0,1,1,0_1
Rsl1d1,0,1,1,0_1
Rsph1,0,1,1,0_1
Rsph3a,0,1,1,0_1
Rsph3b,0,1,1,0_1
Rsph4a,0,1,1,0_1
Rsph6a,0,1,1,0_1
Rsph9,0,1,1,0_1
Rspo1,0,1,1,0_1
Rspo2,0,1,1,0_1
Rspo3,0,1,1,0_1
Rspo4,0,1,1,0_1
Rspry1,0,1,1,0_1
Rsrc1,0,1,1,0_1
Rsrc2,0,1,1,0_1
Rsu1,0,1,1,0_1
Rtbdn,0,1,1,0_1
Rtcd1,0,1,1,0_1
Rtdr1,0,1,1,0_1
Rtel1,0,1,1,0_1
Rtf1,0,1,1,0_1
Rtkn,0,1,1,0_1
Rtkn2,0,1,1,0_1
Rtn1,0,1,1,0_1
Rtn2,0,1,1,0_1
Rtn4ip1,0,1,1,0_1
Rtn4r,0,1,1,0_1
Rtp1,0,1,1,0_1
Rtp2,0,1,1,0_1
Rtp3,0,1,1,0_1
Rtp4,0,1,1,0_1
Rttn,0,1,1,0_1
Rufy1,0,1,1,0_1
Rufy2,0,1,1,0_1
Rufy3,0,1,1,0_1
Rufy4,0,1,1,0_1
Rundc1,0,1,1,0_1
Rundc2a,0,1,1,0_1
Rundc3a,0,1,1,0_1
Runx1,0,1,1,0_1
Runx1t1,0,1,1,0_1
Runx2,0,1,1,0_1
Runx3,0,1,1,0_1
Rusc1,0,1,1,0_1
Rusc2,0,1,1,0_1
Ruvbl2,0,1,1,0_1
Rwdd1,0,1,1,0_1
Rwdd2a,0,1,1,0_1
Rwdd2b,0,1,1,0_1
Rwdd3,0,1,1,0_1
Rxfp2,0,1,1,0_1
Rxra,0,1,1,0_1
Rxrb,0,1,1,0_1
Rxrg,0,1,1,0_1
Rybp,0,1,1,0_1
Ryk,0,1,1,0_1
Ryr1,0,1,1,0_1
Ryr2,0,1,1,0_1
S100a1,0,1,1,0_1
S100a10,0,1,1,0_1
S100a11,0,1,1,0_1
S100a13,0,1,1,0_1
S100a16,0,1,1,0_1
S100a3,0,1,1,0_1
S100a4,0,1,1,0_1
S100a5,0,1,1,0_1
S100a6,0,1,1,0_1
S100a8,0,1,1,0_1
S100a9,0,1,1,0_1
S100b,0,1,1,0_1
S100g,0,1,1,0_1
S100pbp,0,1,1,0_1
S100z,0,1,1,0_1
S1pr1,0,1,1,0_1
S1pr2,0,1,1,0_1
S1pr3,0,1,1,0_1
S1pr4,0,1,1,0_1
S1pr5,0,1,1,0_1
Saa1,0,1,1,0_1
Saa2,0,1,1,0_1
Saa3,0,1,1,0_1
Saa4,0,1,1,0_1
Saal1,0,1,1,0_1
Sac3d1,0,1,1,0_1
Sacm1l,0,1,1,0_1
Sacs,0,1,1,0_1
Sae1,0,1,1,0_1
Safb,0,1,1,0_1
Safb2,0,1,1,0_1
Sag,0,1,1,0_1
Sall1,0,1,1,0_1
Sall2,0,1,1,0_1
Sall4,0,1,1,0_1
Samd1,0,1,1,0_1
Samd10,0,1,1,0_1
Samd11,0,1,1,0_1
Samd12,0,1,1,0_1
Samd14,0,1,1,0_1
Samd3,0,1,1,0_1
Samd4,0,1,1,0_1
Samd4b,0,1,1,0_1
Samd5,0,1,1,0_1
Samd7,0,1,1,0_1
Samd8,0,1,1,0_1
Samd9l,0,1,1,0_1
Samsn1,0,1,1,0_1
Sap130,0,1,1,0_1
Sap18,0,1,1,0_1
Sap25,0,1,1,0_1
Sap30bp,0,1,1,0_1
Sap30l,0,1,1,0_1
Saps1,0,1,1,0_1
Saps2,0,1,1,0_1
Saps3,0,1,1,0_1
Sar1a,0,1,1,0_1
Sar1b,0,1,1,0_1
Sardh,0,1,1,0_1
Sarm1,0,1,1,0_1
Sarnp,0,1,1,0_1
Sars,0,1,1,0_1
Sars2,0,1,1,0_1
Sart1,0,1,1,0_1
Sart3,0,1,1,0_1
Sash1,0,1,1,0_1
Sash3,0,1,1,0_1
Sass6,0,1,1,0_1
Sat1,0,1,1,0_1
Sat2,0,1,1,0_1
Satb2,0,1,1,0_1
Satl1,0,1,1,0_1
Sav1,0,1,1,0_1
Sbds,0,1,1,0_1
Sbf1,0,1,1,0_1
Sbf2,0,1,1,0_1
Sbk1,0,1,1,0_1
Sbk2,0,1,1,0_1
Sbno1,0,1,1,0_1
Sbp,0,1,1,0_1
Sbpl,0,1,1,0_1
Sbsn,0,1,1,0_1
Sc4mol,0,1,1,0_1
Sc5d,0,1,1,0_1
Scaf1,0,1,1,0_1
Scamp2,0,1,1,0_1
Scamp3,0,1,1,0_1
Scamp4,0,1,1,0_1
Scamp5,0,1,1,0_1
Scand1,0,1,1,0_1
Scap,0,1,1,0_1
Scaper,0,1,1,0_1
Scara3,0,1,1,0_1
Scara5,0,1,1,0_1
Scarb1,0,1,1,0_1
Scarf1,0,1,1,0_1
Scarf2,0,1,1,0_1
Scd1,0,1,1,0_1
Scd2,0,1,1,0_1
Scd3,0,1,1,0_1
Scel,0,1,1,0_1
Scfd1,0,1,1,0_1
Scfd2,0,1,1,0_1
Scg2,0,1,1,0_1
Scg3,0,1,1,0_1
Scg5,0,1,1,0_1
Scgb1a1,0,1,1,0_1
Scgb1c1,0,1,1,0_1
Scgb3a1,0,1,1,0_1
Scgb3a2,0,1,1,0_1
Scgn,0,1,1,0_1
Schip1,0,1,1,0_1
Scin,0,1,1,0_1
Sclt1,0,1,1,0_1
Scly,0,1,1,0_1
Scmh1,0,1,1,0_1
Scml2,0,1,1,0_1
Scml4,0,1,1,0_1
Scn10a,0,1,1,0_1
Scn11a,0,1,1,0_1
Scn1a,0,1,1,0_1
Scn1b,0,1,1,0_1
Scn2a1,0,1,1,0_1
Scn2b,0,1,1,0_1
Scn3a,0,1,1,0_1
Scn3b,0,1,1,0_1
Scn4a,0,1,1,0_1
Scn4b,0,1,1,0_1
Scn5a,0,1,1,0_1
Scn7a,0,1,1,0_1
Scn8a,0,1,1,0_1
Scn9a,0,1,1,0_1
Scnm1,0,1,1,0_1
Scnn1a,0,1,1,0_1
Scnn1b,0,1,1,0_1
Scnn1g,0,1,1,0_1
Sco1,0,1,1,0_1
Sco2,0,1,1,0_1
Scoc,0,1,1,0_1
Scp2,0,1,1,0_1
Scpep1,0,1,1,0_1
Scrg1,0,1,1,0_1
Scrib,0,1,1,0_1
Scrn1,0,1,1,0_1
Scrn2,0,1,1,0_1
Scrn3,0,1,1,0_1
Scrt1,0,1,1,0_1
Scrt2,0,1,1,0_1
Sct,0,1,1,0_1
Sctr,0,1,1,0_1
Scube1,0,1,1,0_1
Scube2,0,1,1,0_1
Scube3,0,1,1,0_1
Scyl1,0,1,1,0_1
Scyl3,0,1,1,0_1
Sdad1,0,1,1,0_1
Sdc1,0,1,1,0_1
Sdc2,0,1,1,0_1
Sdc3,0,1,1,0_1
Sdc4,0,1,1,0_1
Sdcbp2,0,1,1,0_1
Sdccag1,0,1,1,0_1
Sdccag3,0,1,1,0_1
Sdccag8,0,1,1,0_1
Sdf2,0,1,1,0_1
Sdf4,0,1,1,0_1
Sdha,0,1,1,0_1
Sdhaf1,0,1,1,0_1
Sdhaf2,0,1,1,0_1
Sdhb,0,1,1,0_1
Sdhc,0,1,1,0_1
Sdhd,0,1,1,0_1
Sdk2,0,1,1,0_1
Sdpr,0,1,1,0_1
Sdr16c6,0,1,1,0_1
Sdr39u1,0,1,1,0_1
Sdr42e1,0,1,1,0_1
Sdr9c7,0,1,1,0_1
Sds,0,1,1,0_1
Sdsl,0,1,1,0_1
Sebox,0,1,1,0_1
Sec1,0,1,1,0_1
Sec11a,0,1,1,0_1
Sec11c,0,1,1,0_1
Sec13,0,1,1,0_1
Sec14l1,0,1,1,0_1
Sec14l2,0,1,1,0_1
Sec14l3,0,1,1,0_1
Sec14l4,0,1,1,0_1
Sec14l5,0,1,1,0_1
Sec16a,0,1,1,0_1
Sec16b,0,1,1,0_1
Sec22a,0,1,1,0_1
Sec22b,0,1,1,0_1
Sec23a,0,1,1,0_1
Sec23b,0,1,1,0_1
Sec23ip,0,1,1,0_1
Sec24a,0,1,1,0_1
Sec24c,0,1,1,0_1
Sec24d,0,1,1,0_1
Sec31a,0,1,1,0_1
Sec31b,0,1,1,0_1
Sec61a1,0,1,1,0_1
Sec61a2,0,1,1,0_1
Sec61b,0,1,1,0_1
Sec61g,0,1,1,0_1
Sec62,0,1,1,0_1
Sec63,0,1,1,0_1
Secisbp2,0,1,1,0_1
Sectm1a,0,1,1,0_1
Sectm1b,0,1,1,0_1
Seh1l,0,1,1,0_1
Sel1l,0,1,1,0_1
Sel1l2,0,1,1,0_1
Sel1l3,0,1,1,0_1
Sele,0,1,1,0_1
Selenbp1,0,1,1,0_1
Selk,0,1,1,0_1
Sell,0,1,1,0_1
Selm,0,1,1,0_1
Selp,0,1,1,0_1
Selplg,0,1,1,0_1
Sema3a,0,1,1,0_1
Sema3b,0,1,1,0_1
Sema3d,0,1,1,0_1
Sema3e,0,1,1,0_1
Sema3g,0,1,1,0_1
Sema4a,0,1,1,0_1
Sema4b,0,1,1,0_1
Sema4c,0,1,1,0_1
Sema4d,0,1,1,0_1
Sema4f,0,1,1,0_1
Sema4g,0,1,1,0_1
Sema5a,0,1,1,0_1
Sema5b,0,1,1,0_1
Sema6a,0,1,1,0_1
Sema6b,0,1,1,0_1
Sema6c,0,1,1,0_1
Sema7a,0,1,1,0_1
Semg1,0,1,1,0_1
Senp1,0,1,1,0_1
Senp2,0,1,1,0_1
Senp5,0,1,1,0_1
Senp6,0,1,1,0_1
Senp7,0,1,1,0_1
Senp8,0,1,1,0_1
Sephs1,0,1,1,0_1
Sephs2,0,1,1,0_1
Sepn1,0,1,1,0_1
Sepp1,0,1,1,0_1
Sepsecs,0,1,1,0_1
Sepw1,0,1,1,0_1
Sepx1,0,1,1,0_1
Serac1,0,1,1,0_1
Serf1,0,1,1,0_1
Serf2,0,1,1,0_1
Sergef,0,1,1,0_1
Serhl,0,1,1,0_1
Serinc1,0,1,1,0_1
Serinc2,0,1,1,0_1
Serinc3,0,1,1,0_1
Serinc4,0,1,1,0_1
Serinc5,0,1,1,0_1
Serp1,0,1,1,0_1
Serp2,0,1,1,0_1
Serpina10,0,1,1,0_1
Serpina12,0,1,1,0_1
Serpina1a,0,1,1,0_1
Serpina1c,0,1,1,0_1
Serpina1d,0,1,1,0_1
Serpina1e,0,1,1,0_1
Serpina1f,0,1,1,0_1
Serpina3a,0,1,1,0_1
Serpina3b,0,1,1,0_1
Serpina3c,0,1,1,0_1
Serpina3f,0,1,1,0_1
Serpina3g,0,1,1,0_1
Serpina3j,0,1,1,0_1
Serpina3k,0,1,1,0_1
Serpina3m,0,1,1,0_1
Serpina3n,0,1,1,0_1
Serpina5,0,1,1,0_1
Serpina6,0,1,1,0_1
Serpina9,0,1,1,0_1
Serpinb11,0,1,1,0_1
Serpinb12,0,1,1,0_1
Serpinb13,0,1,1,0_1
Serpinb1a,0,1,1,0_1
Serpinb1b,0,1,1,0_1
Serpinb1c,0,1,1,0_1
Serpinb2,0,1,1,0_1
Serpinb3a,0,1,1,0_1
Serpinb5,0,1,1,0_1
Serpinb6a,0,1,1,0_1
Serpinb6b,0,1,1,0_1
Serpinb6c,0,1,1,0_1
Serpinb6d,0,1,1,0_1
Serpinb6e,0,1,1,0_1
Serpinb7,0,1,1,0_1
Serpinb8,0,1,1,0_1
Serpinb9,0,1,1,0_1
Serpinb9b,0,1,1,0_1
Serpinb9c,0,1,1,0_1
Serpinb9d,0,1,1,0_1
Serpinb9e,0,1,1,0_1
Serpinb9g,0,1,1,0_1
Serpinc1,0,1,1,0_1
Serpind1,0,1,1,0_1
Serpine1,0,1,1,0_1
Serpine2,0,1,1,0_1
Serpinf1,0,1,1,0_1
Serpinf2,0,1,1,0_1
Serping1,0,1,1,0_1
Serpinh1,0,1,1,0_1
Serpini1,0,1,1,0_1
Serpini2,0,1,1,0_1
Sertad1,0,1,1,0_1
Sertad2,0,1,1,0_1
Sertad3,0,1,1,0_1
Sesn1,0,1,1,0_1
Sesn2,0,1,1,0_1
Sesn3,0,1,1,0_1
Sestd1,0,1,1,0_1
Setbp1,0,1,1,0_1
Setd2,0,1,1,0_1
Setd3,0,1,1,0_1
Setd4,0,1,1,0_1
Setd5,0,1,1,0_1
Setd6,0,1,1,0_1
Setd7,0,1,1,0_1
Setd8,0,1,1,0_1
Setdb1,0,1,1,0_1
Setdb2,0,1,1,0_1
Sez6,0,1,1,0_1
Sez6l,0,1,1,0_1
Sez6l2,0,1,1,0_1
Sf1,0,1,1,0_1
Sf3a2,0,1,1,0_1
Sf3a3,0,1,1,0_1
Sf3b1,0,1,1,0_1
Sf3b2,0,1,1,0_1
Sf3b3,0,1,1,0_1
Sf3b4,0,1,1,0_1
Sf4,0,1,1,0_1
Sfi1,0,1,1,0_1
Sfmbt1,0,1,1,0_1
Sfmbt2,0,1,1,0_1
Sfn,0,1,1,0_1
Sfpi1,0,1,1,0_1
Sfpq,0,1,1,0_1
Sfrp1,0,1,1,0_1
Sfrp2,0,1,1,0_1
Sfrp4,0,1,1,0_1
Sfrp5,0,1,1,0_1
Sfrs1,0,1,1,0_1
Sfrs11,0,1,1,0_1
Sfrs12,0,1,1,0_1
Sfrs12ip1,0,1,1,0_1
Sfrs13a,0,1,1,0_1
Sfrs14,0,1,1,0_1
Sfrs16,0,1,1,0_1
Sfrs17b,0,1,1,0_1
Sfrs18,0,1,1,0_1
Sfrs2,0,1,1,0_1
Sfrs2ip,0,1,1,0_1
Sfrs3,0,1,1,0_1
Sfrs4,0,1,1,0_1
Sfrs5,0,1,1,0_1
Sfrs7,0,1,1,0_1
Sfrs8,0,1,1,0_1
Sfrs9,0,1,1,0_1
Sft2d1,0,1,1,0_1
Sft2d2,0,1,1,0_1
Sft2d3,0,1,1,0_1
Sfta2,0,1,1,0_1
Sftpa1,0,1,1,0_1
Sftpb,0,1,1,0_1
Sftpc,0,1,1,0_1
Sftpd,0,1,1,0_1
Sfxn1,0,1,1,0_1
Sfxn2,0,1,1,0_1
Sfxn3,0,1,1,0_1
Sfxn4,0,1,1,0_1
Sgca,0,1,1,0_1
Sgcb,0,1,1,0_1
Sgcd,0,1,1,0_1
Sgce,0,1,1,0_1
Sgcg,0,1,1,0_1
Sgcz,0,1,1,0_1
Sgip1,0,1,1,0_1
Sgk1,0,1,1,0_1
Sgk2,0,1,1,0_1
Sgk3,0,1,1,0_1
Sgms1,0,1,1,0_1
Sgms2,0,1,1,0_1
Sgpl1,0,1,1,0_1
Sgpp1,0,1,1,0_1
Sgpp2,0,1,1,0_1
Sgsh,0,1,1,0_1
Sgsm1,0,1,1,0_1
Sgsm3,0,1,1,0_1
Sgta,0,1,1,0_1
Sgtb,0,1,1,0_1
Sh2b1,0,1,1,0_1
Sh2b2,0,1,1,0_1
Sh2b3,0,1,1,0_1
Sh2d1a,0,1,1,0_1
Sh2d1b1,0,1,1,0_1
Sh2d1b2,0,1,1,0_1
Sh2d2a,0,1,1,0_1
Sh2d3c,0,1,1,0_1
Sh2d4a,0,1,1,0_1
Sh2d5,0,1,1,0_1
Sh2d7,0,1,1,0_1
Sh3bgr,0,1,1,0_1
Sh3bgrl,0,1,1,0_1
Sh3bgrl2,0,1,1,0_1
Sh3bgrl3,0,1,1,0_1
Sh3bp1,0,1,1,0_1
Sh3bp2,0,1,1,0_1
Sh3bp4,0,1,1,0_1
Sh3bp5,0,1,1,0_1
Sh3bp5l,0,1,1,0_1
Sh3d19,0,1,1,0_1
Sh3gl1,0,1,1,0_1
Sh3gl2,0,1,1,0_1
Sh3gl3,0,1,1,0_1
Sh3glb1,0,1,1,0_1
Sh3glb2,0,1,1,0_1
Sh3kbp1,0,1,1,0_1
Sh3pxd2a,0,1,1,0_1
Sh3pxd2b,0,1,1,0_1
Sh3rf1,0,1,1,0_1
Sh3rf2,0,1,1,0_1
Sh3rf3,0,1,1,0_1
Sh3tc2,0,1,1,0_1
Sh3yl1,0,1,1,0_1
Shank1,0,1,1,0_1
Shank2,0,1,1,0_1
Shank3,0,1,1,0_1
Sharpin,0,1,1,0_1
Shb,0,1,1,0_1
Shbg,0,1,1,0_1
Shc1,0,1,1,0_1
Shc2,0,1,1,0_1
Shc3,0,1,1,0_1
Shcbp1,0,1,1,0_1
Shd,0,1,1,0_1
She,0,1,1,0_1
Shf,0,1,1,0_1
Shfm1,0,1,1,0_1
Shh,0,1,1,0_1
Shisa2,0,1,1,0_1
Shisa3,0,1,1,0_1
Shisa4,0,1,1,0_1
Shisa5,0,1,1,0_1
Shisa6,0,1,1,0_1
Shisa7,0,1,1,0_1
Shisa9,0,1,1,0_1
Shkbp1,0,1,1,0_1
Shmt1,0,1,1,0_1
Shmt2,0,1,1,0_1
Shoc2,0,1,1,0_1
Shox2,0,1,1,0_1
Shpk,0,1,1,0_1
Shprh,0,1,1,0_1
Shroom1,0,1,1,0_1
Shroom2,0,1,1,0_1
Shroom3,0,1,1,0_1
Shroom4,0,1,1,0_1
Si,0,1,1,0_1
Siae,0,1,1,0_1
Siah1a,0,1,1,0_1
Siah1b,0,1,1,0_1
Siah2,0,1,1,0_1
Siah3,0,1,1,0_1
Sidt2,0,1,1,0_1
Sigirr,0,1,1,0_1
Siglec1,0,1,1,0_1
Siglec15,0,1,1,0_1
Siglec5,0,1,1,0_1
Siglece,0,1,1,0_1
Siglecg,0,1,1,0_1
Sigmar1,0,1,1,0_1
Sik1,0,1,1,0_1
Sik3,0,1,1,0_1
Sike1,0,1,1,0_1
Sil1,0,1,1,0_1
Sim1,0,1,1,0_1
Sim2,0,1,1,0_1
Sin3a,0,1,1,0_1
Sin3b,0,1,1,0_1
Sip1,0,1,1,0_1
Sipa1,0,1,1,0_1
Sipa1l1,0,1,1,0_1
Sipa1l2,0,1,1,0_1
Sipa1l3,0,1,1,0_1
Sirpa,0,1,1,0_1
Sirpb1a,0,1,1,0_1
Sirpb1b,0,1,1,0_1
Sirt1,0,1,1,0_1
Sirt2,0,1,1,0_1
Sirt3,0,1,1,0_1
Sirt4,0,1,1,0_1
Sirt7,0,1,1,0_1
Sis,0,1,1,0_1
Sit1,0,1,1,0_1
Siva1,0,1,1,0_1
Six1,0,1,1,0_1
Six2,0,1,1,0_1
Six3,0,1,1,0_1
Six4,0,1,1,0_1
Six5,0,1,1,0_1
Six6,0,1,1,0_1
Six6os1,0,1,1,0_1
Ska1,0,1,1,0_1
Skap1,0,1,1,0_1
Skap2,0,1,1,0_1
Ski,0,1,1,0_1
Skil,0,1,1,0_1
Skint1,0,1,1,0_1
Skint3,0,1,1,0_1
Skint5,0,1,1,0_1
Skint6,0,1,1,0_1
Skint7,0,1,1,0_1
Skint8,0,1,1,0_1
Skiv2l,0,1,1,0_1
Skiv2l2,0,1,1,0_1
Skp1a,0,1,1,0_1
Skp2,0,1,1,0_1
Sla,0,1,1,0_1
Sla2,0,1,1,0_1
Slain2,0,1,1,0_1
Slamf1,0,1,1,0_1
Slamf6,0,1,1,0_1
Slamf7,0,1,1,0_1
Slamf8,0,1,1,0_1
